UMAP1,UMAP2,ID,height_above,labels_k2,labels_k3,labels_k4,labels_k5,labels_k6,labels_k7,labels_k8,labels_k9,labels_k10
4.9598784,14.28831,7667,1.033272,1,0,0,0,1,0,1,1,0
6.205179,2.6266606,3484,0.0,0,1,1,1,0,2,2,0,1
9.596147,7.519446,4390,0.0,0,1,1,1,0,2,2,0,4
0.1073306,12.905795,6543,0.6096,1,0,0,0,5,5,5,5,5
9.169409,16.929657,7279,0.0,1,0,0,0,1,0,3,3,3
8.78384,16.671627,7331,1.17348,1,0,0,0,1,0,3,3,3
7.325351,18.208363,7626,1.243584,1,0,0,0,1,0,3,3,3
14.366981,9.94294,6359,1.143,0,2,2,2,2,6,6,6,6
-8.101641,10.579549,8079,2.718816,1,0,3,3,3,3,7,7,7
6.963656,17.447653,7443,1.110996,1,0,0,0,1,0,3,3,3
5.648814,12.67068,7243,0.463296,1,0,0,0,1,0,1,1,0
6.2096925,2.9929743,3640,0.0,0,1,1,1,0,2,2,0,1
5.8437405,14.4065695,7676,0.10668,1,0,0,0,1,0,1,1,0
9.975562,6.566253,3197,0.0,0,1,1,1,0,2,2,0,4
18.905172,-3.621504,7829,1.8288,0,1,1,1,0,1,0,2,2
6.1726866,2.772883,3575,1.450848,0,1,1,1,0,2,2,0,1
11.607239,-2.1923857,15105,0.97536,0,1,1,1,0,1,0,2,2
0.824814,12.633298,6524,0.0,1,0,0,0,5,5,5,5,5
-7.436596,6.544269,5358,0.51816,1,0,3,3,3,3,7,7,7
11.9151945,6.218798,3592,0.423672,0,1,1,1,0,2,2,0,4
11.341576,4.0811486,4872,0.46228,0,1,1,1,0,2,2,0,4
9.898365,10.951753,6432,0.12192,1,0,0,0,1,0,1,1,0
0.8474856,12.428254,6530,0.195072,1,0,0,0,5,5,5,5,5
-7.403098,6.5367284,5417,0.969264,1,0,3,3,3,3,7,7,7
11.250009,5.4638324,4548,0.390144,0,1,1,1,0,2,2,0,4
10.018678,6.5512204,3193,1.045464,0,1,1,1,0,2,2,0,4
8.39571,17.592228,9594,0.771144,1,0,0,0,1,0,3,3,3
4.876773,16.696678,7613,0.18288,1,0,0,0,1,0,3,3,3
11.762372,4.586067,3476,0.085344,0,1,1,1,0,2,2,0,4
6.3795443,12.297958,7310,0.329184,1,0,0,0,1,0,1,1,0
5.9990005,14.530378,7675,1.155192,1,0,0,0,1,0,1,1,0
6.1115713,-4.6177416,792,1.545336,0,1,1,1,0,1,0,8,8
8.794411,1.6449838,3963,0.3048,0,1,1,1,0,2,2,0,1
11.81781,6.0943165,3485,0.0,0,1,1,1,0,2,2,0,4
12.357531,24.250814,7547,0.097536,1,0,0,4,4,4,4,4,9
10.34109,17.433697,7426,0.161544,1,0,0,0,1,0,3,3,3
12.407947,23.658587,7478,0.0,1,0,0,4,4,4,4,4,9
8.937289,17.212597,7349,0.41148,1,0,0,0,1,0,3,3,3
17.155787,10.301208,2508,0.957072,0,2,2,2,2,6,6,6,6
9.96708,6.569871,3196,0.094488,0,1,1,1,0,2,2,0,4
16.75974,10.967251,2822,2.65176,0,2,2,2,2,6,6,6,6
5.5762973,12.823044,7249,0.417576,1,0,0,0,1,0,1,1,0
6.2084713,13.87741,7601,0.633984,1,0,0,0,1,0,1,1,0
5.8513336,-4.5860853,789,1.42748,0,1,1,1,0,1,0,8,8
10.737642,1.285705,3764,0.0,0,1,1,1,0,2,2,0,1
4.571623,15.72932,7347,1.210056,1,0,0,0,1,0,1,1,0
0.19147167,12.887515,6551,0.420624,1,0,0,0,5,5,5,5,5
10.0787115,6.483042,3205,0.32004,0,1,1,1,0,2,2,0,4
-0.8505357,14.589413,8069,1.2192,1,0,0,0,5,5,5,5,5
16.893696,11.053356,2730,2.404872,0,2,2,2,2,6,6,6,6
5.8564487,14.613402,7669,1.033272,1,0,0,0,1,0,1,1,0
11.742674,2.3063874,3262,0.12192,0,1,1,1,0,2,2,0,1
11.561537,1.5883869,4106,0.0,0,1,1,1,0,2,2,0,1
8.651739,16.885834,4538,1.359408,1,0,0,0,1,0,3,3,3
0.6826263,12.121727,6532,0.1219199999999999,1,0,0,0,5,5,5,5,5
10.312224,17.401745,7427,0.1524,1,0,0,0,1,0,3,3,3
11.651174,-2.212183,15110,0.816864,0,1,1,1,0,1,0,2,2
11.624412,-2.1548822,15101,0.399288,0,1,1,1,0,1,0,2,2
11.904472,4.114144,4282,0.0,0,1,1,1,0,2,2,0,4
10.370672,17.439907,7437,0.984504,1,0,0,0,1,0,3,3,3
12.199195,3.7469716,4866,0.713232,0,1,1,1,0,2,2,0,4
-0.8314493,14.622712,8068,0.3048,1,0,0,0,5,5,5,5,5
6.3372374,11.960653,7239,0.277368,1,0,0,0,1,0,1,1,0
5.058974,14.018938,7296,1.414272,1,0,0,0,1,0,1,1,0
0.08629391,12.930511,6541,0.2286,1,0,0,0,5,5,5,5,5
16.539818,8.337875,2847,1.66116,0,2,2,2,2,6,6,6,6
5.1520243,16.850061,7369,1.484376,1,0,0,0,1,0,3,3,3
0.10997449,12.986542,6538,0.6096,1,0,0,0,5,5,5,5,5
6.6346884,12.076434,7321,0.18288,1,0,0,0,1,0,1,1,0
0.43695804,11.454971,6260,0.722376,1,0,0,0,5,5,5,5,5
15.633495,10.239011,2762,1.31064,0,2,2,2,2,6,6,6,6
16.665184,11.001055,2728,0.810768,0,2,2,2,2,6,6,6,6
5.7064314,13.150119,7223,1.377696,1,0,0,0,1,0,1,1,0
11.745368,4.0356445,3265,2.1336,0,1,1,1,0,2,2,0,4
9.920445,6.0035186,4359,1.55448,0,1,1,1,0,2,2,0,4
14.27429,10.015803,6332,0.6096,0,2,2,2,2,6,6,6,6
11.4623785,5.2388854,3212,0.633984,0,1,1,1,0,2,2,0,4
14.402769,9.81944,6651,0.637032,0,2,2,2,2,6,6,6,6
4.587951,15.761106,7486,1.792224,1,0,0,0,1,0,1,1,0
8.799746,16.690876,7335,0.124968,1,0,0,0,1,0,3,3,3
16.638395,10.13633,2824,2.52984,0,2,2,2,2,6,6,6,6
12.099411,2.2125714,3732,0.44704,0,1,1,1,0,2,2,0,1
10.384206,0.8524232,3971,0.6096,0,1,1,1,0,2,2,0,1
0.42453536,11.436636,6251,1.597152,1,0,0,0,5,5,5,5,5
10.030922,0.95439714,3722,0.0,0,1,1,1,0,2,2,0,1
12.192204,3.6874504,3783,0.0,0,1,1,1,0,2,2,0,4
6.1083345,-4.632449,797,1.545336,0,1,1,1,0,1,0,8,8
8.395741,17.609488,7217,0.451104,1,0,0,0,1,0,3,3,3
11.2703285,4.0389795,4871,0.62484,0,1,1,1,0,2,2,0,4
4.884537,14.597159,7327,1.776984,1,0,0,0,1,0,1,1,0
9.926106,6.1289253,4363,0.0,0,1,1,1,0,2,2,0,4
3.7725623,12.178961,5384,1.016,1,0,0,0,5,5,5,5,5
16.125597,10.530763,2776,1.88976,0,2,2,2,2,6,6,6,6
7.5501804,18.930098,7475,0.597408,1,0,0,0,1,0,3,3,3
0.8195001,12.691607,6563,0.0,1,0,0,0,5,5,5,5,5
10.316937,0.8709514,3953,0.0,0,1,1,1,0,2,2,0,1
11.575612,4.21081,4873,0.39116,0,1,1,1,0,2,2,0,4
6.510549,12.180219,7233,0.704088,1,0,0,0,1,0,1,1,0
7.870347,18.7074,7470,0.256032,1,0,0,0,1,0,3,3,3
11.750516,5.9768047,3488,0.0,0,1,1,1,0,2,2,0,4
11.533132,4.2719283,4874,0.46228,0,1,1,1,0,2,2,0,4
17.667141,9.28872,2820,1.524,0,2,2,2,2,6,6,6,6
5.4915085,17.36544,7638,0.524256,1,0,0,0,1,0,3,3,3
0.7270802,11.936458,6229,0.42672,1,0,0,0,5,5,5,5,5
15.390161,23.080584,7561,0.847344,1,0,0,4,4,4,4,4,9
6.5536013,-4.354683,777,1.690624,0,1,1,1,0,1,0,8,8
16.013988,11.869717,2774,1.12776,0,2,2,2,2,6,6,6,6
10.786085,1.6831568,3945,0.73152,0,1,1,1,0,2,2,0,1
16.818724,9.44152,2555,0.9144,0,2,2,2,2,6,6,6,6
11.902024,6.19878,3587,0.908304,0,1,1,1,0,2,2,0,4
2.576801,13.931724,6088,0.134112,1,0,0,0,5,5,5,5,5
6.116606,17.556316,7636,0.216408,1,0,0,0,1,0,3,3,3
5.873401,14.622567,7673,1.560576,1,0,0,0,1,0,1,1,0
3.238611,11.659266,5500,0.51816,1,0,0,0,5,5,5,5,5
0.7446179,12.724278,6658,0.093472,1,0,0,0,5,5,5,5,5
10.138811,17.128489,7236,1.3716,1,0,0,0,1,0,3,3,3
11.25418,5.4609985,4549,0.112776,0,1,1,1,0,2,2,0,4
6.6186996,11.73406,3618,0.0,1,0,0,0,1,0,1,1,0
11.956679,4.147298,4268,0.0,0,1,1,1,0,2,2,0,4
11.258864,2.676735,4215,0.0,0,1,1,1,0,2,2,0,1
2.8558683,11.898478,5492,0.0,1,0,0,0,5,5,5,5,5
10.299442,17.429214,7422,0.24384,1,0,0,0,1,0,3,3,3
9.097949,17.38672,7328,0.963168,1,0,0,0,1,0,3,3,3
5.9810133,13.693565,7611,0.33528,1,0,0,0,1,0,1,1,0
7.649317,18.402578,7466,1.106424,1,0,0,0,1,0,3,3,3
17.204987,8.18164,2741,2.618232,0,2,2,2,2,6,6,6,6
16.074211,9.680629,2814,2.24536,0,2,2,2,2,6,6,6,6
10.676644,1.1606004,3752,1.060704,0,1,1,1,0,2,2,0,1
5.924237,13.524685,7597,0.86868,1,0,0,0,1,0,1,1,0
6.2784452,3.024284,3595,1.776984,0,1,1,1,0,2,2,0,1
-7.4788404,6.4494686,5435,1.23444,1,0,3,3,3,3,7,7,7
2.788119,11.867839,5453,0.06096,1,0,0,0,5,5,5,5,5
3.2675085,11.718268,5271,0.847344,1,0,0,0,5,5,5,5,5
9.6078005,7.4967446,4391,0.0,0,1,1,1,0,2,2,0,4
5.522157,12.816212,7301,0.298704,1,0,0,0,1,0,1,1,0
-7.638079,6.925605,5421,1.298448,1,0,3,3,3,3,7,7,7
12.202082,3.744758,4867,0.433832,0,1,1,1,0,2,2,0,4
15.496327,22.97475,7403,0.448056,1,0,0,4,4,4,4,4,9
10.197308,0.920537,4032,0.633984,0,1,1,1,0,2,2,0,1
17.311386,8.108258,2844,2.538984,0,2,2,2,2,6,6,6,6
9.532194,11.033195,6411,1.271016,1,0,0,0,1,0,1,1,0
10.161129,5.766488,3201,0.432816,0,1,1,1,0,2,2,0,4
14.317934,9.984264,6098,0.47244,0,2,2,2,2,6,6,6,6
2.753506,13.143195,8113,0.270256,1,0,0,0,5,5,5,5,5
10.425324,0.93254113,3728,0.0,0,1,1,1,0,2,2,0,1
10.120228,10.874495,6245,0.292608,1,0,0,0,1,0,1,1,0
1.9111364,12.966818,6377,0.0,1,0,0,0,5,5,5,5,5
5.5048547,17.3846,7732,0.0,1,0,0,0,1,0,3,3,3
11.603597,-2.1590438,15134,1.207008,0,1,1,1,0,1,0,2,2
4.8928266,16.64157,7637,0.185928,1,0,0,0,1,0,3,3,3
11.193703,4.0229316,4276,0.27432,0,1,1,1,0,2,2,0,4
12.751608,-2.7360187,14064,0.131064,0,1,1,1,0,1,0,2,2
2.5658073,13.900716,6669,0.0,1,0,0,0,5,5,5,5,5
0.7770374,12.689388,6224,0.0,1,0,0,0,5,5,5,5,5
8.428238,17.63959,7231,0.22352,1,0,0,0,1,0,3,3,3
2.3769808,13.00244,8085,0.109728,1,0,0,0,5,5,5,5,5
5.58074,12.709833,7246,0.323088,1,0,0,0,1,0,1,1,0
4.9125953,16.57996,7614,0.64008,1,0,0,0,1,0,3,3,3
7.4878664,2.889626,14720,0.2377439999999999,0,1,1,1,0,2,2,0,1
17.315353,8.105442,2842,2.410968,0,2,2,2,2,6,6,6,6
5.859028,-4.5896773,787,1.42748,0,1,1,1,0,1,0,8,8
14.271021,9.942446,6357,1.469136,0,2,2,2,2,6,6,6,6
12.452827,23.671907,7457,0.445008,1,0,0,4,4,4,4,4,9
9.613129,7.507822,4384,0.0,0,1,1,1,0,2,2,0,4
9.782257,10.90352,6448,0.377952,1,0,0,0,1,0,1,1,0
7.5960245,18.883802,7474,0.938784,1,0,0,0,1,0,3,3,3
0.8186562,12.524453,6513,0.0,1,0,0,0,5,5,5,5,5
15.406493,23.06201,7418,0.97536,1,0,0,4,4,4,4,4,9
6.045615,12.160652,7240,0.323088,1,0,0,0,1,0,1,1,0
5.4676538,12.307124,8053,0.1524,1,0,0,0,1,0,1,1,0
12.490779,24.332941,7404,0.591312,1,0,0,4,4,4,4,4,9
12.205951,3.5688431,3723,0.8382,0,1,1,1,0,2,2,0,4
6.081379,13.701484,7658,0.880872,1,0,0,0,1,0,1,1,0
4.916382,14.3200655,7317,0.496824,1,0,0,0,1,0,1,1,0
13.67883,9.859886,6240,0.085344,0,2,2,2,2,6,6,6,6
6.147581,2.8476171,3328,0.204216,0,1,1,1,0,2,2,0,1
2.7669206,13.761058,6345,0.1524,1,0,0,0,5,5,5,5,5
11.606475,4.154251,3270,3.9624,0,1,1,1,0,2,2,0,4
3.290083,11.667916,5490,0.67056,1,0,0,0,5,5,5,5,5
6.065159,13.691343,7632,0.158496,1,0,0,0,1,0,1,1,0
15.382415,23.088684,7412,1.030224,1,0,0,4,4,4,4,4,9
-7.7968497,6.5245447,5362,0.435864,1,0,3,3,3,3,7,7,7
2.476465,13.883609,6159,0.0,1,0,0,0,5,5,5,5,5
4.909649,14.325713,7666,1.34112,1,0,0,0,1,0,1,1,0
0.33247033,12.95502,6639,0.149352,1,0,0,0,5,5,5,5,5
8.118761,18.489069,7625,1.652016,1,0,0,0,1,0,3,3,3
7.4030232,1.7852501,3967,0.28956,0,1,1,1,0,2,2,0,1
0.70274365,12.219014,6512,0.0,1,0,0,0,5,5,5,5,5
9.996287,5.8816237,4371,0.935736,0,1,1,1,0,2,2,0,4
8.327381,2.3877041,14011,1.9812,0,1,1,1,0,2,2,0,1
11.208248,2.660992,4499,0.509016,0,1,1,1,0,2,2,0,1
6.3971534,12.058521,7226,0.621792,1,0,0,0,1,0,1,1,0
11.796994,6.0712476,3570,1.524,0,1,1,1,0,2,2,0,4
4.8792653,14.645036,7330,1.179576,1,0,0,0,1,0,1,1,0
10.168568,5.651178,4374,0.06096,0,1,1,1,0,2,2,0,4
13.34971,11.234442,2804,0.6096,0,2,2,2,2,6,6,6,6
10.171479,5.7121468,4364,0.0,0,1,1,1,0,2,2,0,4
6.5668783,-4.3478875,772,1.690624,0,1,1,1,0,1,0,8,8
17.592878,9.343381,2809,2.16408,0,2,2,2,2,6,6,6,6
7.3224154,1.8428131,4002,0.0,0,1,1,1,0,2,2,0,1
6.7427635,12.013291,7338,0.03048,1,0,0,0,1,0,1,1,0
-7.5718517,6.76867,5467,0.893064,1,0,3,3,3,3,7,7,7
16.167246,10.562005,2777,2.1336,0,2,2,2,2,6,6,6,6
-7.6944375,6.825876,5351,0.195072,1,0,3,3,3,3,7,7,7
-0.8506704,14.611748,8058,0.0,1,0,0,0,5,5,5,5,5
9.020422,16.958523,7280,0.3048,1,0,0,0,1,0,3,3,3
16.72101,10.980459,2695,2.801112,0,2,2,2,2,6,6,6,6
-7.5154896,6.820546,5465,0.576072,1,0,3,3,3,3,7,7,7
4.5531063,15.722182,7346,1.207008,1,0,0,0,1,0,1,1,0
6.559352,-4.3568306,776,1.690624,0,1,1,1,0,1,0,8,8
-7.676776,6.8595023,5419,0.381,1,0,3,3,3,3,7,7,7
15.406031,23.064835,7419,1.6002,1,0,0,4,4,4,4,4,9
7.03916,17.689901,7309,1.23444,1,0,0,0,1,0,3,3,3
6.2054124,2.7233524,3573,2.62128,0,1,1,1,0,2,2,0,1
1.8314433,12.796856,6386,0.0,1,0,0,0,5,5,5,5,5
10.131271,17.131649,7252,0.5334,1,0,0,0,1,0,3,3,3
12.155798,3.7665555,4862,0.7366,0,1,1,1,0,2,2,0,4
0.9023577,12.062446,6254,0.0,1,0,0,0,5,5,5,5,5
11.222137,2.6624427,4498,0.0,0,1,1,1,0,2,2,0,1
11.75655,2.3176866,3264,0.12192,0,1,1,1,0,2,2,0,1
11.942854,3.9179835,4870,0.65532,0,1,1,1,0,2,2,0,4
11.733897,5.9525886,3487,0.0,0,1,1,1,0,2,2,0,4
10.413695,17.470633,7431,0.249936,1,0,0,0,1,0,3,3,3
5.715085,13.161105,7361,1.664208,1,0,0,0,1,0,1,1,0
2.1058555,12.807157,6670,0.560832,1,0,0,0,5,5,5,5,5
5.49015,17.370739,7692,0.551688,1,0,0,0,1,0,3,3,3
2.7453494,12.003579,5493,0.09144,1,0,0,0,5,5,5,5,5
8.933676,16.111637,7463,0.490728,1,0,0,0,1,0,3,3,3
7.724777,18.580917,7262,1.5281656,1,0,0,0,1,0,3,3,3
17.184017,10.34366,2500,1.130808,0,2,2,2,2,6,6,6,6
12.113165,4.0884385,3489,0.0,0,1,1,1,0,2,2,0,4
5.853946,-4.5980535,782,1.42748,0,1,1,1,0,1,0,8,8
8.346137,17.868927,7221,0.999744,1,0,0,0,1,0,3,3,3
11.356261,4.150895,4876,0.39116,0,1,1,1,0,2,2,0,4
6.393249,12.22663,7271,2.212848,1,0,0,0,1,0,1,1,0
8.40426,17.571821,9602,1.594104,1,0,0,0,1,0,3,3,3
11.243377,5.098058,4493,1.106424,0,1,1,1,0,2,2,0,4
-7.801761,6.518477,5363,0.295656,1,0,3,3,3,3,7,7,7
2.7844026,12.039415,5310,0.56896,1,0,0,0,5,5,5,5,5
0.7868154,12.741387,6655,0.57912,1,0,0,0,5,5,5,5,5
5.854666,14.576438,7670,1.776984,1,0,0,0,1,0,1,1,0
18.93172,-3.5936172,7830,1.524,0,1,1,1,0,1,0,2,2
7.473645,2.7089164,6140,0.10668,0,1,1,1,0,2,2,0,1
12.189402,3.6915746,4264,0.88392,0,1,1,1,0,2,2,0,4
12.714195,-2.716589,14023,0.387096,0,1,1,1,0,1,0,2,2
15.83553,11.668576,2690,2.1336,0,2,2,2,2,6,6,6,6
7.3731875,1.7286257,3598,0.390144,0,1,1,1,0,2,2,0,1
10.267062,10.719969,7889,0.9144,1,0,0,0,1,0,1,1,0
13.695861,9.867911,6100,0.54864,0,2,2,2,2,6,6,6,6
0.69566786,11.822149,6476,0.0,1,0,0,0,5,5,5,5,5
5.4917784,12.997819,7299,0.496824,1,0,0,0,1,0,1,1,0
9.22268,1.4353591,3583,0.0,0,1,1,1,0,2,2,0,1
9.670596,7.4540596,4382,0.0,0,1,1,1,0,2,2,0,4
2.7267387,11.918953,5483,0.3048,1,0,0,0,5,5,5,5,5
10.420796,17.45394,7455,2.6039064,1,0,0,0,1,0,3,3,3
11.223027,4.035793,4279,0.0,0,1,1,1,0,2,2,0,4
12.77009,-2.7635438,14021,1.9812,0,1,1,1,0,1,0,2,2
2.401964,13.830989,6046,0.124968,1,0,0,0,5,5,5,5,5
14.154798,10.231312,6094,0.50292,0,2,2,2,2,6,6,6,6
16.665648,9.665702,2714,1.9812,0,2,2,2,2,6,6,6,6
16.699074,10.94984,2821,2.49936,0,2,2,2,2,6,6,6,6
14.364172,9.888762,6649,1.594104,0,2,2,2,2,6,6,6,6
12.009829,4.0827456,4269,0.417576,0,1,1,1,0,2,2,0,4
16.174786,10.365734,2756,1.0668,0,2,2,2,2,6,6,6,6
8.496532,1.6526185,3961,0.28956,0,1,1,1,0,2,2,0,1
2.1502557,12.761319,6073,1.161288,1,0,0,0,5,5,5,5,5
11.318679,4.0880237,4875,0.39116,0,1,1,1,0,2,2,0,4
9.574916,11.086477,6268,0.490728,1,0,0,0,1,0,1,1,0
8.055834,2.604884,14692,0.64008,0,1,1,1,0,2,2,0,1
12.099292,23.868347,7446,0.80772,1,0,0,4,4,4,4,4,9
10.156222,0.91820437,3962,0.292608,0,1,1,1,0,2,2,0,1
10.205004,6.4539742,3202,0.387096,0,1,1,1,0,2,2,0,4
10.26428,10.715723,7890,0.9144,1,0,0,0,1,0,1,1,0
0.717603,12.2309675,6232,0.19304,1,0,0,0,5,5,5,5,5
9.56118,11.058697,6271,0.865632,1,0,0,0,1,0,1,1,0
10.834303,1.103151,3958,0.0,0,1,1,1,0,2,2,0,1
16.13937,9.699226,2811,1.58496,0,2,2,2,2,6,6,6,6
10.272904,0.8692815,3968,0.0,0,1,1,1,0,2,2,0,1
10.054564,10.977824,6243,0.399288,1,0,0,0,1,0,1,1,0
10.38679,17.447475,7433,0.2286,1,0,0,0,1,0,3,3,3
14.407843,9.850751,6648,1.822704,0,2,2,2,2,6,6,6,6
6.398163,12.223099,7272,1.023112,1,0,0,0,1,0,1,1,0
12.639993,23.722462,7516,0.073152,1,0,0,4,4,4,4,4,9
9.981228,11.067365,6257,1.551432,1,0,0,0,1,0,1,1,0
16.151009,10.171478,2755,1.40208,0,2,2,2,2,6,6,6,6
6.6165233,12.101362,7319,0.515112,1,0,0,0,1,0,1,1,0
13.626565,9.826377,6103,0.3048,0,2,2,2,2,6,6,6,6
13.72165,9.888617,6101,0.832104,0,2,2,2,2,6,6,6,6
16.072554,10.52316,2544,0.09144,0,2,2,2,2,6,6,6,6
2.3148665,-3.2861333,2790,1.292352,0,1,1,1,0,1,0,8,8
9.335105,1.3573992,3699,0.237744,0,1,1,1,0,2,2,0,1
8.778664,1.7081846,3872,1.8288,0,1,1,1,0,2,2,0,1
16.39929,10.325794,2691,0.7111999999999999,0,2,2,2,2,6,6,6,6
5.8343344,-4.557824,788,1.42748,0,1,1,1,0,1,0,8,8
6.089668,17.542027,7634,0.210312,1,0,0,0,1,0,3,3,3
12.059082,2.356195,3733,0.713232,0,1,1,1,0,2,2,0,1
-8.101637,10.5795965,8075,2.779776,1,0,3,3,3,3,7,7,7
16.126295,10.539458,2865,2.34696,0,2,2,2,2,6,6,6,6
11.932007,6.2410803,3593,0.0,0,1,1,1,0,2,2,0,4
17.643633,9.306541,2817,0.0,0,2,2,2,2,6,6,6,6
12.148904,23.681232,7439,0.490728,1,0,0,4,4,4,4,4,9
9.412155,17.28578,7353,0.4572,1,0,0,0,1,0,3,3,3
4.9727497,14.970668,7699,1.28016,1,0,0,0,1,0,1,1,0
14.373858,9.907778,6361,1.41732,0,2,2,2,2,6,6,6,6
6.31951,3.0908108,3596,0.752856,0,1,1,1,0,2,2,0,1
0.7824943,12.699094,6657,0.280416,1,0,0,0,5,5,5,5,5
6.2049723,12.19839,7268,0.704088,1,0,0,0,1,0,1,1,0
7.8040524,18.834402,7415,0.316992,1,0,0,0,1,0,3,3,3
8.189285,18.257109,7266,0.390144,1,0,0,0,1,0,3,3,3
-0.8291996,14.618783,8060,2.1336,1,0,0,0,5,5,5,5,5
10.367074,0.87440324,3955,0.88392,0,1,1,1,0,2,2,0,1
10.212959,17.217054,7227,0.86868,1,0,0,0,1,0,3,3,3
-0.7996132,14.665424,8067,1.2192,1,0,0,0,5,5,5,5,5
11.345702,5.0410614,4555,0.649224,0,1,1,1,0,2,2,0,4
3.4667115,11.989063,5504,1.61544,1,0,0,0,5,5,5,5,5
8.868281,16.560354,7318,0.847344,1,0,0,0,1,0,3,3,3
13.679986,9.867767,6272,0.70104,0,2,2,2,2,6,6,6,6
-7.4120946,6.6367645,5448,0.115824,1,0,3,3,3,3,7,7,7
5.2285223,17.041187,7511,1.155192,1,0,0,0,1,0,3,3,3
-7.5695715,6.6672344,5468,1.389888,1,0,3,3,3,3,7,7,7
0.777103,12.680109,6654,0.0,1,0,0,0,5,5,5,5,5
1.8000449,12.781575,6389,0.0,1,0,0,0,5,5,5,5,5
6.226107,2.5915246,3478,0.445008,0,1,1,1,0,2,2,0,1
10.384884,0.8950219,3972,0.6096,0,1,1,1,0,2,2,0,1
10.010862,17.049425,7242,0.051816,1,0,0,0,1,0,3,3,3
11.5269985,-2.082454,14943,0.79248,0,1,1,1,0,1,0,2,2
0.9399872,12.0896635,6174,0.0,1,0,0,0,5,5,5,5,5
2.3898163,13.720246,6139,0.0,1,0,0,0,5,5,5,5,5
15.893995,11.712036,2688,1.95072,0,2,2,2,2,6,6,6,6
12.468227,24.311295,7559,0.374904,1,0,0,4,4,4,4,4,9
9.976565,5.883512,4361,1.959864,0,1,1,1,0,2,2,0,4
11.689054,4.0829906,3252,2.4384,0,1,1,1,0,2,2,0,4
6.7187138,12.072759,7306,0.88392,1,0,0,0,1,0,1,1,0
13.328401,11.256069,2806,0.6096,0,2,2,2,2,6,6,6,6
2.561946,13.953092,6674,0.0,1,0,0,0,5,5,5,5,5
6.1111803,13.692196,7375,0.13716,1,0,0,0,1,0,1,1,0
16.530106,10.951825,2764,0.70104,0,2,2,2,2,6,6,6,6
6.3314567,12.1128645,7229,0.115824,1,0,0,0,1,0,1,1,0
16.98664,10.259871,2499,0.902208,0,2,2,2,2,6,6,6,6
16.04646,11.903502,2772,1.18872,0,2,2,2,2,6,6,6,6
-7.367326,6.3460402,5339,0.585216,1,0,3,3,3,3,7,7,7
0.43150952,11.437542,6258,0.505968,1,0,0,0,5,5,5,5,5
5.915273,13.5312,7599,0.70104,1,0,0,0,1,0,1,1,0
15.581833,10.21297,2864,1.46304,0,2,2,2,2,6,6,6,6
6.5665245,-4.3342457,781,1.6906240000000003,0,1,1,1,0,1,0,8,8
12.11792,2.2080214,3727,0.0,0,1,1,1,0,2,2,0,1
18.934042,-3.5925426,7828,0.9144,0,1,1,1,0,1,0,2,2
2.3856144,13.830605,6114,0.0,1,0,0,0,5,5,5,5,5
5.9637203,-5.7719307,775,1.5392400000000002,0,1,1,1,0,1,0,8,8
4.8766136,14.60878,7329,1.92024,1,0,0,0,1,0,1,1,0
0.24821661,12.832423,6547,0.36576,1,0,0,0,5,5,5,5,5
9.72008,10.99157,6117,1.152144,1,0,0,0,1,0,1,1,0
8.759746,1.7527907,3941,1.08204,0,1,1,1,0,2,2,0,1
5.8831773,14.105469,7533,1.770888,1,0,0,0,1,0,1,1,0
15.385463,23.0842,7416,0.978408,1,0,0,4,4,4,4,4,9
5.6391172,13.89191,7290,0.6693408,1,0,0,0,1,0,1,1,0
-7.5540733,6.809432,5466,0.530352,1,0,3,3,3,3,7,7,7
4.884452,16.66947,7641,0.627888,1,0,0,0,1,0,3,3,3
10.183498,10.799446,6382,1.05156,1,0,0,0,1,0,1,1,0
12.300013,24.013298,7546,0.451104,1,0,0,4,4,4,4,4,9
7.123941,17.603617,7406,0.801624,1,0,0,0,1,0,3,3,3
10.9592495,2.0771325,3946,1.78308,0,1,1,1,0,2,2,0,1
2.3518894,13.718069,6160,0.246888,1,0,0,0,5,5,5,5,5
9.518185,11.0144205,6409,0.301752,1,0,0,0,1,0,1,1,0
5.8773084,17.453316,7691,0.393192,1,0,0,0,1,0,3,3,3
2.3180718,-3.2831576,2852,1.078992,0,1,1,1,0,1,0,8,8
7.5061264,2.8712025,14721,0.2377439999999999,0,1,1,1,0,2,2,0,1
6.115011,-4.6163135,795,1.545336,0,1,1,1,0,1,0,8,8
10.430128,0.9159116,3730,0.0,0,1,1,1,0,2,2,0,1
6.2640276,11.907094,7278,0.48768,1,0,0,0,1,0,1,1,0
11.955053,2.3155866,3720,0.0,0,1,1,1,0,2,2,0,1
11.123881,2.4655833,4552,1.32588,0,1,1,1,0,2,2,0,1
14.118558,10.158869,6334,0.64008,0,2,2,2,2,6,6,6,6
16.157469,10.184366,2732,1.87452,0,2,2,2,2,6,6,6,6
11.6808605,4.124377,3257,0.0,0,1,1,1,0,2,2,0,4
11.055533,1.2451639,4078,0.0,0,1,1,1,0,2,2,0,1
3.7656786,12.168563,5498,0.762,1,0,0,0,5,5,5,5,5
15.45259,23.0193,7423,0.673608,1,0,0,4,4,4,4,4,9
5.23131,13.92775,7728,1.185672,1,0,0,0,1,0,1,1,0
2.2980647,13.633325,6161,0.5334,1,0,0,0,5,5,5,5,5
