ID,latitude,longitude
5418,24.667,-81.4103
5419,24.6495,-81.4051
5420,24.6608,-81.479
5421,24.6492,-81.4064
5422,24.663,-81.4788
5424,24.6608,-81.4036
5425,24.635,-81.3543
5435,24.6478,-81.3315
5436,24.6478,-81.3315
5447,24.67145,-81.33987
5448,24.65208,-81.37334
5449,24.723028,-81.400728
5453,26.1027,-81.7845
5454,26.0953,-81.8007
5460,26.122383,-81.802113
5462,24.6406,-81.5686
5463,24.6346,-81.5518
5464,24.6478,-81.573
5465,24.6606,-81.5186
5466,24.6587,-81.5186
5467,24.6569,-81.3853
5468,24.6569,-81.3853
5469,24.676,-81.3891
5470,24.6874,-81.3974
5471,24.64337,-81.44416
5472,24.65116,-81.44142
5473,24.66241,-81.44054
5474,24.65016,-81.43819
5477,25.970864,-81.73634
5478,25.9141,-81.7177
5479,25.918,-81.7262
5480,25.91,-81.6971
5482,26.113204,-81.782989
5483,26.113204,-81.782989
5485,25.984201,-81.722497
5486,25.936742,-81.699669
5487,25.932545,-81.65709
5488,25.925669,-81.648136
5489,25.925035,-81.643623
5490,25.923767,-81.64522
5492,25.961386,-81.711018
5493,25.935389,-81.731788
5494,25.817466,-81.358816
5495,25.817466,-81.358816
5496,25.846538,-81.384016
5497,25.856238,-81.388004
5498,25.915698,-81.377671
5500,25.810247,-81.359943
5501,25.8125,-81.3636
5502,25.846889,-81.368528
5503,25.870766,-81.383746
5504,25.858679,-81.385488
5507,24.6602,-81.5191
5799,18.47617,-66.27728
5800,18.47639,-66.27717
5801,17.98982,-66.48217
5802,17.97797,-66.61814
5807,17.9563273,-66.4110469
5808,18.34174,-66.32119
5809,18.341985,-66.319762
5817,18.341874,-66.321559
5830,18.33381,-66.31444
5831,18.33923,-66.31691
5832,18.33832,-66.3194
5836,18.46334444,-66.72198889
5837,18.463625,-66.72372222
5838,18.46705,-66.52555
5839,18.4476,-66.52642
5840,18.47978,-66.53528
5841,18.47978,-66.53528
5843,18.46477778,-66.53193056
5844,18.46477778,-66.53193056
5853,18.45645278,-66.259469
5854,18.45669722,-66.2647
5855,18.45880556,-66.26986
5856,18.43278611,-66.27451667
5857,18.426053,-66.496347
5858,18.429337,-66.265303
5859,18.4792,-66.53725
5860,18.47097,-66.53163
5861,18.47097,-66.53163
5862,18.2666,-66.69778
5863,18.25287,-66.67762
5865,18.25277,-66.67765
5869,18.26708,-66.70301
5870,18.424831,-66.494542
5871,18.424867,-66.494653
5872,18.26667,-66.70677
5878,18.26667,-66.71015
5879,18.26667,-66.71015
5880,18.47028,-66.71647
5881,18.47053,-66.70503
5886,18.428303,-66.523547
5887,18.428172,-66.505583
5889,18.427314,-66.49742
5894,18.27357,-66.71022
5895,18.26937,-66.70889
5896,18.27248,-66.70848
5897,18.28291,-66.70289
5898,18.26036,-66.69133
5915,18.46671944,-66.720725
5918,18.254992,-66.679958
5919,18.266183,-66.696553
5932,18.03288,-66.84399
5933,18.03675,-66.84455
5934,18.03514,-66.84595
5936,18.03879,-66.84431
5940,18.03853,-66.84391
5941,18.03367,-66.84766
5945,17.95522,-66.40976
5946,18.031764,-66.84729
5947,18.02991,-66.84626
5948,17.95642,-66.409
5954,18.46197,-66.37161
5956,18.46053,-66.35689
5957,18.43408,-66.38144
5961,18.00286,-66.83404
5966,18.43921,-66.36337
5967,18.43439,-66.36177
5968,18.4302,-66.35625
5969,17.98997,-66.83997
5971,18.45615,-66.72409
5973,18.4167,-66.70766
5974,18.39305,-66.6823
5975,18.3155,-67.224639
6031,37.29844,-80.00775
6036,33.57972222,-79.00333333
6043,35.405381,-78.022587
6046,35.42691,-78.01758
6067,35.38593,-77.956546
6068,35.40067,-77.9575
6071,35.071503,-77.109185
6073,35.110039,-77.037436
6074,35.077428,-77.064072
6075,35.499912,-77.0242208
6076,35.078518,-77.10573
6086,35.45555,-77.668894
6088,35.425591,-77.582988
6092,35.4385485,-76.9721065
6094,34.716,-79.864
6095,34.716,-79.864
6097,35.4320183,-76.9679031
6098,34.722,-79.861
6099,34.70899,-79.90012
6100,34.705,-79.896
6101,34.70613,-79.89565
6103,34.695,-79.904
6105,34.70872,-79.89529
6106,34.70784,-79.89471
6107,34.703,-79.947
6109,34.70434,-79.89574
6114,35.37039,-77.4387
6115,35.5122467,-78.3501356
6116,34.3,-79.83556
6117,34.347222,-79.864444
6118,34.309962,-79.844812
6119,35.515411,-78.348437
6134,34.386,-80.063
6136,35.14794,-77.1088
6137,34.392,-80.03
6138,34.38851,-80.06368
6139,35.243029,-77.57918
6140,34.38547,-80.06412
6158,35.424722,-77.593056
6159,35.36354,-77.42882
6160,35.26036,-77.61596
6161,35.255376,-77.603323
6162,34.439167,-79.351667
6163,35.25859,-77.59203
6164,35.245066,-77.586589
6165,35.253808,-77.567448
6166,34.4053,-79.3403
6172,34.48783,-79.39414
6173,34.57632,-77.396097
6174,34.502881,-77.396644
6175,35.29976,-77.3403
6176,35.2999,-77.3405
6187,34.40472,-79.33444
6189,34.474167,-79.378889
6217,34.76581,-79.33315
6218,34.71847,-79.30569
6224,34.114009,-77.924904
6225,34.37194,-79.35889
6226,34.21777,-77.81164
6227,34.772862,-79.3337624
6229,34.645653,-77.188103
6231,34.348333,-79.349444
6232,34.3649,-77.630962
6233,35.0641902,-77.3529966
6237,34.649,-79.886
6239,34.81744,-79.42359
6240,34.77937,-79.46189
6241,34.531,-79.83
6242,34.67929,-79.23817
6243,34.69441,-79.25693
6244,35.0669495,-77.3567718
6245,34.659906,-79.210949
6247,34.675,-77.13583
6251,34.737598,-77.232462
6252,34.554,-79.856
6253,34.71533,-77.2246
6254,34.656424,-77.160644
6255,34.71533,-77.2246
6256,34.70232,-77.19338
6257,34.772182,-79.3335545
6258,34.70232,-77.19338
6259,34.71218,-77.2223
6260,34.71218,-77.2223
6261,34.7716295,-79.3344678
6263,34.51354,-79.86315
6266,34.51279,-79.86391
6267,34.53507,-79.73169
6268,34.2238095,-80.2166715
6269,34.2238095,-80.2166715
6270,34.2238095,-80.2166715
6271,34.1953021,-80.1827056
6272,34.770414,-79.447674
6284,35.0081542,-77.218457
6285,38.4557833,-81.5006
6289,35.0076253,-77.224158
6294,35.218721,-77.14855
6300,34.8155022,-79.8915991
6301,34.815282,-79.8915609
6302,34.8159438,-79.8918771
6303,34.8158983,-79.8919253
6307,38.22203,-80.53303
6316,34.97974,-79.85744
6332,34.7821111,-79.527557
6334,34.7522241,-79.5162699
6345,35.276411,-77.232703
6357,35.2636,-79.35898
6359,35.02268,-79.44272
6361,34.88425,-79.4518
6375,35.502086,-77.046096
6377,35.501851,-77.046354
6382,34.2083,-79.5438
6384,34.2043,-79.5409
6386,35.514671,-77.010462
6389,35.514796,-77.010683
6409,34.25399,-79.67947
6410,34.244,-79.732
6411,34.243,-79.739
6412,34.244,-79.736
6432,34.74724,-79.21343
6448,33.6873432,-79.3145819
6469,34.61327,-77.587056
6474,34.51873,-77.39085
6476,34.49441,-77.46524
6477,34.39301,-77.7678
6491,34.4705,-77.50861
6492,34.44028,-77.54595
6493,34.43528,-77.57399
6496,34.42081,-77.58411
6499,34.40612,-77.60685
6511,34.39275,-77.6274
6512,34.370076,-77.657907
6513,34.35518,-77.68603
6516,34.4842,-77.50149
6520,34.050471,-77.918004
6524,34.107478,-77.879297
6530,34.235308,-77.776704
6531,34.311221,-77.733077
6532,34.311412,-77.732432
6533,34.04542,-78.037229
6534,34.04628,-78.03641
6535,34.04647,-78.03615
6536,34.04663,-78.03576
6537,34.04641,-78.03547
6538,34.034927,-78.054642
6539,34.035676,-78.053119
6541,34.043265,-78.044745
6543,34.041823,-78.047323
6544,34.042385,-78.053648
6545,34.04507,-78.056161
6546,35.263382,-77.586663
6547,34.04028,-78.068663
6548,35.266443,-77.619361
6550,34.57381,-77.272925
6551,34.050024,-78.046982
6552,34.046829,-78.041749
6553,34.047646,-78.036811
6563,34.1147267,-77.8769004
6570,34.0533428,-77.884302
6584,33.9831455,-77.9196642
6588,34.202129,-77.894399
6590,34.656351,-77.350133
6593,35.11139,-79.90636
6598,34.56802,-77.274788
6639,34.287742,-77.827943
6646,34.256935,-77.831845
6648,35.14989,-80.27852
6649,35.08265,-79.99938
6651,35.16685,-80.21086
6654,34.15917,-77.855
6655,34.150201,-77.860362
6656,34.2928992,-77.8460996
6657,34.1240801,-77.8713635
6658,34.2000474,-77.8291279
6660,34.1854188,-77.8390367
6663,35.0551,-79.87621
6665,35.532102,-77.080788
6666,35.537082,-77.040238
6669,35.424707,-77.59386
6670,35.534641,-77.038183
6671,35.125,-77.050044
6673,35.111,-77.037851
6674,35.301135,-77.264727
7216,29.206914,-83.068865
7217,29.206914,-83.068865
7218,29.439765,-83.292865
7219,29.439765,-83.292865
7220,29.13589,-83.03002
7221,29.13589,-83.03002
7222,29.21371,-82.76366
7223,29.21371,-82.76366
7224,29.330347,-83.143337
7225,29.330347,-83.143337
7226,29.8534,-84.6761
7227,29.87136,-84.60992
7228,29.87136,-84.60992
7229,29.854,-84.6761
7230,29.39871309,-83.20546294
7231,29.39871309,-83.20546294
7232,29.87128,-84.60986
7233,29.852,-84.6729
7234,29.8525,-84.6693
7235,29.8525,-84.6693
7236,29.87283,-84.60753
7237,29.8569,-84.6765
7238,29.859,-84.6744
7239,29.859,-84.6744
7240,29.8664,-84.6735
7241,29.8759,-84.6037
7242,29.8759,-84.6037
7243,29.8712,-84.6681
7246,29.8757,-84.6665
7247,29.72152,-83.48648
7248,29.72152,-83.48648
7249,29.8878,-84.6551
7250,29.8878,-84.6551
7251,29.8778,-84.6011
7252,29.8778,-84.6011
7259,30.151825,-84.20905
7260,30.151825,-84.20905
7261,29.977355,-84.383625
7262,29.977355,-84.383625
7266,29.81891,-83.59493
7267,29.8479,-84.6786
7268,29.8479,-84.6786
7270,29.8608,-84.6808
7271,29.8449,-84.6777
7272,29.8449,-84.6777
7277,29.7565285,-84.8375939
7278,29.84767,-84.67785
7279,29.74882,-84.8541
7280,29.74551,-84.86279
7281,29.74551,-84.86279
7282,29.8492,-84.6676
7283,29.8492,-84.6676
7284,29.7421,-84.87006
7285,29.817,-84.7136
7286,29.7421,-84.87006
7287,29.8331,-84.6844
7288,29.8331,-84.6844
7289,30.066463,-83.90017
7290,30.066463,-83.90017
7291,29.827,-84.7003
7292,29.73705,-84.87992
7293,29.73705,-84.87992
7294,29.8197,-84.7116
7295,30.11648,-83.979546
7296,30.11648,-83.979546
7297,29.7595,-84.8275
7298,29.7595,-84.8275
7299,29.8165,-84.8367
7300,29.73205,-84.88557
7301,29.8204,-84.8508
7303,29.73205,-84.88557
7304,29.8238,-84.9032
7306,30.029279,-84.392319
7307,29.80401,-83.58876
7308,29.80401,-83.58876
7309,29.7902,-84.7533
7310,30.036417,-84.390999
7311,29.72827,-84.89249
7312,29.72827,-84.89249
7313,30.0803754,-84.3225943
7314,30.0803754,-84.3225943
7315,29.73003,-84.89662
7316,30.0803754,-84.3225943
7317,30.0803754,-84.3225943
7318,30.01561,-84.38565
7319,29.8517,-84.6661
7320,29.73003,-84.89662
7321,29.8517,-84.6661
7322,30.0803754,-84.3225943
7323,29.76622,-84.88319
7324,29.85,-84.6649
7325,29.84704,-84.66415
7326,29.84704,-84.66415
7327,30.078663,-84.327134
7328,29.76622,-84.88319
7329,30.078444,-84.327405
7330,30.078129,-84.327729
7331,29.8429,-84.6635
7332,29.8429,-84.6635
7333,29.8459,-84.6575
7334,29.8459,-84.6575
7335,29.847,-84.6546
7336,30.022556,-84.386936
7337,29.847,-84.6546
7338,29.670051,-83.389081
7340,29.670051,-83.389081
7341,30.05922,-84.28958
7342,30.05922,-84.28958
7346,30.06375,-84.29444
7347,30.06375,-84.29444
7348,29.8471133,-84.6509473
7349,29.8539,-84.6365
7350,29.596659,-83.390162
7351,29.596659,-83.390162
7352,29.773025,-83.579528
7353,29.8611,-84.6264
7354,29.99,-84.42999
7355,29.773025,-83.579528
7358,30.070572,-84.3645779
7359,30.070572,-84.3645779
7360,29.8463,-84.661
7361,30.070572,-84.3645779
7362,30.070572,-84.3645779
7363,29.98762,-84.4266
7364,30.01605,-84.36765
7365,30.01604,-84.36768
7366,30.027088,-84.3683545
7367,30.06211,-84.27789
7368,30.06211,-84.27789
7369,30.07142,-84.30603
7370,30.07142,-84.30603
7371,30.07622,-84.29947
7372,30.07622,-84.29947
7373,30.003924,-84.471423
7374,30.004343,-84.47119
7375,29.9993111,-84.482528
7376,29.999119,-84.482635
7377,29.999191,-84.482629
7378,29.903877,-84.42366
7379,29.90422,-84.418312
7380,29.904218,-84.418273
7386,29.8471,-84.6502
7388,29.8815,-84.5952
7390,29.8815,-84.5952
7394,29.88361,-84.58806
7398,29.88778,-84.58028
7402,29.62236,-84.94315
7403,29.62236,-84.94315
7404,29.63,-84.9347
7405,29.905,-84.54528
7406,29.905,-84.54528
7407,29.63,-84.9347
7410,29.64,-84.9208
7411,29.98357,-84.41621
7412,29.64,-84.9208
7413,29.90778,-84.54056
7414,29.90778,-84.54056
7415,29.98562,-84.4125
7416,29.6408,-84.9119
7417,29.98562,-84.4125
7418,29.6408,-84.9119
7419,29.64864,-84.90615
7420,29.6516,-84.8956
7421,29.6516,-84.8956
7422,29.91444,-84.52028
7423,29.661,-84.8811
7424,29.91444,-84.52028
7425,29.661,-84.8811
7426,29.91639,-84.51056
7427,29.91639,-84.51056
7428,29.98513,-84.40519
7431,29.91639,-84.51139
7433,29.91639,-84.51139
7435,29.91667,-84.48389
7437,29.91944,-84.47889
7438,29.91944,-84.47889
7439,29.903362,-84.408566
7440,29.902863,-84.409446
7441,29.97977,-84.3885
7442,29.899799,-84.39565
7443,29.92944,-84.44222
7444,29.899634,-84.395353
7446,29.898587,-84.387041
7447,29.98125,-84.38982
7448,29.898221,-84.387071
7449,29.897729,-84.386999
7451,29.70338,-84.76218
7453,29.894808,-84.376214
7454,29.93017,-83.67024
7455,29.93017,-83.67024
