ID,Year,HWMdepth_m
770,2016,4.720712675781243
771,2016,4.493529896484404
772,2016,4.307704826171886
773,2016,4.985888675781268
774,2016,4.9828406757812616
775,2016,4.739000675781284
776,2016,4.3016088261719005
777,2016,4.463049896484392
778,2016,4.988936675781247
779,2016,4.9828406757812616
780,2016,5.396070103515626
781,2016,5.207479558593775
782,2016,4.97152745507816
783,2016,4.4577774726562325
784,2016,4.742221794921875
785,2016,4.46996947265626
786,2016,5.192239558593769
787,2016,4.980671455078152
788,2016,4.992863455078123
789,2016,4.980671455078152
790,2016,6.226254738281284
791,2016,5.607190648437495
792,2016,5.1140777949218545
793,2016,6.2293027382812625
794,2016,5.598046648437503
795,2016,5.120173794921925
796,2016,5.61023864843753
797,2016,5.11712579492189
2495,2016,
2496,2016,1.069240195922852
2499,2016,0.9025970532226566
2500,2016,0.9460732083129884
2502,2016,0.8414552862548845
2506,2016,0.8220377410888666
2508,2016,0.7456293548583979
2521,2016,1.13149364379883
2528,2016,1.2837129666137699
2542,2016,1.4325739794921901
2543,2016,0.13987731140136717
2544,2016,-0.19337239990234423
2545,2016,-0.16406073486328054
2546,2016,-0.06292270385742071
2547,2016,0.19502083435058637
2548,2016,2.5757530194091807
2549,2016,2.2731262255859406
2550,2016,2.1750450048828114
2552,2016,0.5445399951171908
2555,2016,
2687,2016,1.0491902075195298
2688,2016,1.766951564941408
2689,2016,1.28695202270508
2690,2016,1.8266789489746103
2691,2016,-0.4872052844238297
2692,2016,2.0337038992309573
2693,2016,3.0008008801269543
2694,2016,2.755033605041504
2695,2016,
2704,2016,0.6302324487304709
2705,2016,0.4152409967041031
2706,2016,0.3661041845703146
2707,2016,-1.8265537939453154
2708,2016,1.3379601190185575
2709,2016,1.327480576782225
2710,2016,1.175496144409184
2711,2016,2.059237255249027
2712,2016,1.0226750219726561
2713,2016,0.8813147216796899
2714,2016,1.5803549505615244
2715,2016,1.844115935668949
2716,2016,2.400269617919921
2725,2016,1.682956387939452
2726,2016,0.5362370745849603
2727,2016,0.7683322241210924
2728,2016,0.9368924530029297
2729,2016,2.0712920007324236
2730,2016,2.1332106274414073
2731,2016,1.8436909326171893
2732,2016,1.8802186837768566
2733,2016,1.0145231488037112
2734,2016,2.0393709994506857
2735,2016,2.1289864196777337
2736,2016,0.862140682983398
2737,2016,1.8563632400512695
2738,2016,0.3901823553466812
2739,2016,2.000186846923828
2740,2016,2.386907838745117
2741,2016,1.7659634307861332
2742,2016,1.5688519000244128
2743,2016,1.9629860366821283
2744,2016,1.3201787774658236
2745,2016,1.9678586248779304
2748,2016,0.006211659545897419
2749,2016,0.6056504772949225
2750,2016,1.0164285827636732
2751,2016,0.48594858276367603
2752,2016,-0.23607242065428835
2753,2016,0.8979112280273434
2754,2016,0.6620625531005864
2755,2016,1.3809923455810562
2756,2016,1.3433233477783233
2757,2016,2.527095783691408
2758,2016,2.496615783691407
2759,2016,2.5470962414550797
2760,2016,1.3922511541748044
2761,2016,1.7904855718994135
2762,2016,6.212833424682621
2763,2016,6.2433134246826185
2764,2016,6.708641641235353
2765,2016,0.6103063104248072
2766,2016,1.2196334259033215
2767,2016,0.4586745703124997
2768,2016,-1.3259348730468723
2769,2016,0.4789460052490284
2770,2016,0.41798600524902696
2771,2016,0.32107593017578395
2772,2016,0.3951734466552743
2773,2016,0.20462600524902186
2774,2016,0.2718487341308631
2775,2016,1.2704543621826154
2776,2016,1.467572589111331
2777,2016,1.4891158911132827
2778,2016,0.9546177435302745
2779,2016,1.2898977435302754
2780,2016,1.8405616748046896
2781,2016,1.8300821325683607
2782,2016,1.3840678761291514
2783,2016,1.9536909361267094
2784,2016,1.074942929534913
2785,2016,1.7732975082397466
2790,2016,1.0115921513366706
2791,2016,2.2381190390014654
2792,2016,1.6582322848510742
2793,2016,1.221112399291993
2800,2016,-66.626249921875
2801,2016,-67.37384381835938
2802,2016,-66.7823402734375
2803,2016,-66.9652202734375
2804,2016,-72.87854215332031
2805,2016,-71.1211187524414
2806,2016,-69.23255539550782
2807,2016,1.8381485076904305
2808,2016,1.9568864813232416
2809,2016,1.9787667822265647
2810,2016,
2811,2016,0.26256500000000216
2812,2016,0.2016050000000007
2813,2016,2.395045152587894
2814,2016,2.304528643798829
2815,2016,1.6946882177734395
2816,2016,0.11256615112304758
2817,2016,1.9305303704833996
2818,2016,1.5754408813476566
2819,2016,1.0344853881835938
2820,2016,1.2667285412597664
2821,2016,
2822,2016,
2823,2016,2.9703208801269536
2824,2016,3.1227208801269537
2829,2016,1.8209655718994178
2839,2016,2.0611468469238297
2840,2016,1.8563632400512695
2841,2016,1.8258832400512688
2842,2016,2.51834684692383
2843,2016,2.4573868469238285
2844,2016,2.51834684692383
2845,2016,1.4145478761291503
2846,2016,
2847,2016,1.1968629295349125
2848,2016,1.1663829295349117
2849,2016,1.742817508239746
2850,2016,2.1060909361267095
2851,2016,2.2381190390014654
2852,2016,1.0420721513366704
2853,2016,1.221112399291993
2863,2016,5.6208190118408226
2864,2016,5.773219011840823
2865,2016,1.7114125891113297
2866,2016,-1.6718563757324247
2867,2016,1.9073436389160179
2868,2016,0.5662236389160178
2869,2016,2.5350464495849643
2872,2016,-0.4872052844238297
3193,2017,0.8609616828430178
3194,2017,0.2903760828430175
3195,2017,-0.23024020445556626
3196,2017,-0.36496180445556625
3197,2017,-0.30979300445556635
3200,2017,-0.1468233308258058
3201,2017,0.03697106917419468
3202,2017,-0.5642431523162843
3203,2017,-0.7934527523162838
3204,2017,-0.832162352316284
3205,2017,-0.1828408358947753
3206,2017,-0.20112883589477537
3208,2017,0.0360055641052246
3210,2017,-0.42009535968627887
3211,2017,-0.6983777596862781
3212,2017,-2.042794835974121
3213,2017,-1.9373340359741205
3214,2017,-1.2444567703674316
3252,2017,2.30968378795166
3253,2017,2.201726556030274
3257,2017,2.9614351855712897
3258,2017,-0.6974929207397462
3262,2017,-1.2850678643432616
3264,2017,-0.386384605615234
3265,2017,2.0824606160400396
3266,2017,2.695471380725099
3270,2017,1.9960691488525413
3271,2017,2.3849939488525393
3274,2017,1.3418122776123056
3275,2017,2.562351835034182
3324,2017,0.9690616308593754
3325,2017,0.8471416308593742
3327,2017,0.09749293088378863
3328,2017,0.06244093088379188
3329,2017,0.03364477097168006
3332,2017,0.18517335114746558
3334,2017,-0.008984248852534904
3476,2017,-5.144980471435545
3477,2017,-5.175155671435547
3478,2017,-1.0102408733398462
3479,2017,-1.0797352733398426
3482,2017,-1.1312464733398429
3483,2017,4.41032978964844
3484,2017,4.354551389648439
3485,2017,-3.280562098535153
3486,2017,-3.215334898535154
3487,2017,-0.1288737105224591
3488,2017,-0.28493131052245957
3489,2017,0.22257434951171717
3490,2017,0.21068714951172396
3491,2017,0.30772129929199465
3492,2017,0.6143500992919932
3493,2017,-0.4099690929931654
3494,2017,-0.5026282929931654
3496,2017,-0.0616193983398432
3497,2017,-0.4734041983398427
3546,2017,-1.8350188255859337
3562,2017,-0.3299085133056643
3563,2017,-0.24883171330566256
3570,2017,0.8995003134765653
3571,2017,0.7976971134765627
3572,2017,0.9549739134765645
3573,2017,2.464308756884769
3574,2017,2.730399156884765
3575,2017,3.130296756884764
3582,2017,1.1725518966796926
3583,2017,-0.06453980205077414
3585,2017,0.25461802690429636
3586,2017,0.2927180269042964
3587,2017,0.5435684269043008
3592,2017,-1.932414234863277
3593,2017,-1.9482638348632797
3594,2017,0.4164170744628919
3595,2017,-0.4245983342285129
3596,2017,-0.31273673422851545
3597,2017,-0.30664073422851246
3598,2017,0.7359480484619176
3599,2017,0.7359480484619176
3600,2017,0.5865960484619137
3602,2017,-0.7664407022705078
3603,2017,-0.1809574103515601
3604,2017,-0.20808461035156256
3617,2017,-0.7290321049041748
3618,2017,-0.7076961049041746
3637,2017,-1.5616463660888655
3640,2017,-1.3748039660888658
3642,2017,-1.7224991847656241
3694,2017,0.33393283105469607
3695,2017,-0.13964898662109704
3696,2017,2.8312582292968784
3698,2017,-0.565190678320306
3699,2017,-0.4888416274414027
3703,2017,0.7427664541015702
3709,2017,2.629574095800791
3712,2017,2.5085684958007874
3714,2017,2.2347982757812446
3715,2017,-0.470694109863274
3716,2017,1.7430155714843778
3717,2017,-0.46581730986328296
3719,2017,3.874114314257824
3720,2017,4.52120471425782
3721,2017,1.595724521972663
3722,2017,1.9749535329101633
3723,2017,0.5020345797363248
3725,2017,-0.6355446360351493
3727,2017,0.5075177357421907
3728,2017,0.1457303555663998
3729,2017,1.7262913530761779
3730,2017,-0.24029506064452733
3731,2017,2.8318500618896465
3732,2017,2.790265737548829
3733,2017,0.9405847332519528
3734,2017,3.096038562133792
3735,2017,1.0541329901611327
3736,2017,1.8490487242187506
3740,2017,0.6012674617675771
3741,2017,-0.013687676708983076
3746,2017,0.28621415498047753
3748,2017,1.0175496170410128
3751,2017,0.8012762541015661
3752,2017,1.1614010280273561
3753,2017,0.895014808886728
3757,2017,0.3059884481445323
3761,2017,1.3983387395507805
3762,2017,1.7540403395507838
3763,2017,1.0979698335937513
3764,2017,-1.935319414257819
3766,2017,-0.02415149243164194
3767,2017,2.5009521098632845
3773,2017,1.0618149041992098
3774,2017,1.8451315570678712
3775,2017,1.8512275570678716
3783,2017,-69.32621230908202
3785,2017,-0.45565826923827046
3788,2017,-1.5285542692382847
3856,2017,-1.086789683398436
3858,2017,1.9962249825195286
3859,2017,0.8144322952636713
3861,2017,0.8529204994873041
3872,2017,2.2006534651367176
3911,2017,3.179378531640623
3941,2017,0.8818710533203173
3942,2017,-0.2807970172363241
3943,2017,3.0665000752929785
3944,2017,1.283579398730467
3945,2017,1.7910598570312573
3946,2017,1.4971322235351607
3948,2017,2.3866674709961018
3949,2017,1.3920468646484494
3950,2017,0.943076464648442
3951,2017,1.5129668094726583
3952,2017,0.679643609472663
3953,2017,-0.9109207953124923
3954,2017,2.220221824316411
3955,2017,3.606494908789074
3956,2017,2.303180117724608
3957,2017,1.0465268599609416
3958,2017,-0.059833554785143406
3959,2017,0.5782455499023484
3960,2017,-0.9175407547851506
3961,2017,0.3672798768066414
3962,2017,0.04474094589843958
3963,2017,1.2182618688476623
3967,2017,0.4536210333007844
3968,2017,-2.6695936749023303
3970,2017,-2.416741653124994
3971,2017,0.6475908808593829
3972,2017,-1.3905811278320215
3973,2017,0.24050185922852307
3976,2017,0.18746665922851946
3993,2017,0.4834369639160201
3996,2017,0.7131132377929745
3998,2017,-1.4267427720702983
